tipo,nombre,direccion,lat,lon,materiales,horario
Contenedor Verde,AZCUENAGA 1750,AZCUENAGA 1750,-34.589017191902805,-58.39626814290678,,
Contenedor Verde,AZCUENAGA 1992,AZCUENAGA 1992,-34.586973641893394,-58.39457113461254,,
Contenedor Verde,BAEZ 90,BAEZ 90,-34.57313010271864,-58.42934920339577,,
Contenedor Verde,BAEZ 476,BAEZ 476,-34.57106205838984,-58.432885962420286,,
Contenedor Verde,BAEZ 650,BAEZ 650,-34.56998854666106,-58.43472589559745,,
Contenedor Verde,BAEZ 726,BAEZ 726,-34.56948761616425,-58.435584541325376,,
Contenedor Verde,"BALBIN, RICARDO, DR. AV. 2393","BALBIN, RICARDO, DR. AV. 2393",-34.56285267359326,-58.4648761344985,,
Contenedor Verde,"BARILARI, ATILIO S., ALTE. 1317","BARILARI, ATILIO S., ALTE. 1317",-34.550370783524706,-58.45088044509178,,
Contenedor Verde,"BARILARI, ATILIO S., ALTE. 1425","BARILARI, ATILIO S., ALTE. 1425",-34.550947090568265,-58.45176720925703,,
Contenedor Verde,BERUTI 2765,BERUTI 2765,-34.591336430947536,-58.40385837981574,,
Contenedor Verde,BERUTI 3097,BERUTI 3097,-34.588917392085236,-58.40730305404326,,
Contenedor Verde,BERUTI 3455,BERUTI 3455,-34.58612783345025,-58.41115950237361,,
Contenedor Verde,BERUTI 3717,BERUTI 3717,-34.58449084890333,-58.413620064079566,,
Contenedor Verde,BERUTI 3807,BERUTI 3807,-34.58393241525342,-58.41445267962108,,
Contenedor Verde,BERUTI 4567,BERUTI 4567,-34.5778804228136,-58.42398910219914,,
Contenedor Verde,BESARES 2015,BESARES 2015,-34.54336658925414,-58.467220811806904,,
Contenedor Verde,BILLINGHURST 1507,BILLINGHURST 1507,-34.59274358354462,-58.41199731639357,,
Contenedor Verde,BILLINGHURST 1759,BILLINGHURST 1759,-34.59007465313834,-58.40991697634119,,
Contenedor Verde,BLANCO ENCALADA 1180,BLANCO ENCALADA 1180,-34.55176649993022,-58.446492082548865,,
Contenedor Verde,BLANCO ENCALADA 1350,BLANCO ENCALADA 1350,-34.55293561101076,-58.44846989111167,,
Contenedor Verde,BLANCO ENCALADA 1726,BLANCO ENCALADA 1726,-34.55548463066164,-58.452780048177985,,
Contenedor Verde,BLANCO ENCALADA 2096,BLANCO ENCALADA 2096,-34.557477569279804,-58.456111871817996,,
Contenedor Verde,BLANCO ENCALADA 2488,BLANCO ENCALADA 2488,-34.5596937546301,-58.45984800598761,,
Contenedor Verde,BLANCO ENCALADA 2660,BLANCO ENCALADA 2660,-34.56065079562668,-58.461466946922584,,
Contenedor Verde,BLANCO ENCALADA 2854,BLANCO ENCALADA 2854,-34.561707703340346,-58.463254951256125,,
Contenedor Verde,BLANCO ENCALADA 3225,BLANCO ENCALADA 3225,-34.563992225659746,-58.4671685168893,,
Contenedor Verde,BLANCO ENCALADA 3555,BLANCO ENCALADA 3555,-34.566490622368825,-58.47135940445793,,
Contenedor Verde,BONPLAND 1393,BONPLAND 1393,-34.58613650066372,-58.44053225239324,,
Contenedor Verde,BONPLAND 2409,BONPLAND 2409,-34.57766013629452,-58.43079547256586,,
Contenedor Verde,"BRAVO, MARIO 1295","BRAVO, MARIO 1295",-34.59476690023567,-58.41467457119822,,
Contenedor Verde,BULNES 1444,BULNES 1444,-34.59489314536896,-58.41662505010224,,
Contenedor Verde,BULNES 2605,BULNES 2605,-34.58186812661897,-58.406546317691365,,
Contenedor Verde,CABELLO 3322,CABELLO 3322,-34.58160601704267,-58.4079865826972,,
Contenedor Verde,CABELLO 3440,CABELLO 3440,-34.5812797590705,-58.409021079224345,,
Contenedor Verde,CABELLO 3510,CABELLO 3510,-34.58108971667991,-58.4096113352242,,
Contenedor Verde,CABELLO 3854,CABELLO 3854,-34.57987717925807,-58.41352532480571,,
Contenedor Verde,CABILDO AV. 17,CABILDO AV. 17,-34.574724305162086,-58.435712026186266,,
Contenedor Verde,CABILDO AV. 215,CABILDO AV. 215,-34.57320663487608,-58.43871015808395,,
Contenedor Verde,CABILDO AV. 355,CABILDO AV. 355,-34.57236741475851,-58.44023311881277,,
Contenedor Verde,CABILDO AV. 491,CABILDO AV. 491,-34.571547167881874,-58.4417215244587,,
Contenedor Verde,CABILDO AV. 666,CABILDO AV. 666,-34.5706608782016,-58.44349411594797,,
Contenedor Verde,CABILDO AV. 853,CABILDO AV. 853,-34.569727615225744,-58.44530198556975,,
Contenedor Verde,CABILDO AV. 936,CABILDO AV. 936,-34.569409538132625,-58.44603515453099,,
Contenedor Verde,CABILDO AV. 1115,CABILDO AV. 1115,-34.5687406867542,-58.44728714117485,,
Contenedor Verde,CABILDO AV. 1295,CABILDO AV. 1295,-34.567926012979775,-58.448870688952795,,
Contenedor Verde,CABILDO AV. 1333,CABILDO AV. 1333,-34.56765925849436,-58.44937056957343,,
Contenedor Verde,CABILDO AV. 1543,CABILDO AV. 1543,-34.566513292403165,-58.451486731574434,,
Contenedor Verde,CABILDO AV. 1851,CABILDO AV. 1851,-34.564382868176466,-58.454646334295624,,
Contenedor Verde,CABILDO AV. 1925,CABILDO AV. 1925,-34.56363100527873,-58.45529387120253,,
Contenedor Verde,CABILDO AV. 1956,CABILDO AV. 1956,-34.56343222881993,-58.455518602616884,,
Contenedor Verde,CABILDO AV. 2128,CABILDO AV. 2128,-34.56174328373722,-58.45697316089513,,
Contenedor Verde,CABILDO AV. 2165,CABILDO AV. 2165,-34.56143971941911,-58.457180115077335,,
Contenedor Verde,CABILDO AV. 2555,CABILDO AV. 2555,-34.557849550788035,-58.4602939238298,,
Contenedor Verde,CABILDO AV. 2782,CABILDO AV. 2782,-34.55632085772221,-58.4617758616418,,
Contenedor Verde,CABILDO AV. 2957,CABILDO AV. 2957,-34.55491263021211,-58.463078762158744,,
Contenedor Verde,CABILDO AV. 3189,CABILDO AV. 3189,-34.55290746144115,-58.46498072679571,,
Contenedor Verde,CABILDO AV. 3198,CABILDO AV. 3198,-34.5528835193696,-58.465052303838554,,
Contenedor Verde,CABILDO AV. 3490,CABILDO AV. 3490,-34.55097980550737,-58.466582160805025,,
Contenedor Verde,CABILDO AV. 4635,CABILDO AV. 4635,-34.5419717449403,-58.473434796682874,,
Contenedor Verde,"CABRERA, JOSE A. 2940","CABRERA, JOSE A. 2940",-34.596997244989545,-58.40810342761798,,
Contenedor Verde,"CABRERA, JOSE A. 3180","CABRERA, JOSE A. 3180",-34.596918083715686,-58.411338644848406,,
Contenedor Verde,"CABRERA, JOSE A. 3334","CABRERA, JOSE A. 3334",-34.59682347586055,-58.413456544751085,,
Contenedor Verde,"CABRERA, JOSE A. 3536","CABRERA, JOSE A. 3536",-34.59670513558742,-58.41608434111285,,
Contenedor Verde,"CABRERA, JOSE A. 3954","CABRERA, JOSE A. 3954",-34.59640845178886,-58.42237591397192,,
Contenedor Verde,"CABRERA, JOSE A. 4036","CABRERA, JOSE A. 4036",-34.59632234089395,-58.423582429081655,,
Contenedor Verde,"CABRERA, JOSE A. 4340","CABRERA, JOSE A. 4340",-34.59461036140502,-58.42573612913244,,
Contenedor Verde,"CABRERA, JOSE A. 4723","CABRERA, JOSE A. 4723",-34.59193933203253,-58.42946437975909,,
Contenedor Verde,"CABRERA, JOSE A. 5053","CABRERA, JOSE A. 5053",-34.589659332393815,-58.43263465650067,,
Contenedor Verde,"CABRERA, JOSE A. 5399","CABRERA, JOSE A. 5399",-34.58753558750806,-58.43558748030377,,
Contenedor Verde,"CABRERA, JOSE A. 5643","CABRERA, JOSE A. 5643",-34.58536507945353,-58.438567707738414,,
Contenedor Verde,"CABRERA, JOSE A. 6027","CABRERA, JOSE A. 6027",-34.58234181157363,-58.44266175139163,,
Contenedor Verde,CALLAO AV. 951,CALLAO AV. 951,-34.5979573698276,-58.39309644761729,,
Contenedor Verde,CALLAO AV. 1020,CALLAO AV. 1020,-34.59689630707779,-58.39325173743492,,
Contenedor Verde,CALLAO AV. 1219,CALLAO AV. 1219,-34.59456168444044,-58.39314569518932,,
Contenedor Verde,CALLAO AV. 1407,CALLAO AV. 1407,-34.59250882539556,-58.392668648143264,,
Contenedor Verde,CALLAO AV. 1585,CALLAO AV. 1585,-34.59109335453382,-58.39112818720853,,
Contenedor Verde,CALLAO AV. 1665,CALLAO AV. 1665,-34.59035914224198,-58.39031263605521,,
Contenedor Verde,CALLAO AV. 1821,CALLAO AV. 1821,-34.58892568493605,-58.38872218151669,,
Contenedor Verde,CALLAO AV. 1971,CALLAO AV. 1971,-34.58782818161413,-58.38742091091737,,
Contenedor Verde,CALLAO AV. 2021,CALLAO AV. 2021,-34.58730876992825,-58.38674917007871,,
Contenedor Verde,CAMPOS SALLES 1595,CAMPOS SALLES 1595,-34.547655185414136,-58.457125524449275,,
Contenedor Verde,CAMPOS SALLES 1725,CAMPOS SALLES 1725,-34.548364952694946,-58.458535999663155,,
Contenedor Verde,CAMPOS SALLES 1905,CAMPOS SALLES 1905,-34.549239395304646,-58.46027380528924,,
Contenedor Verde,CAMPOS SALLES 2015,CAMPOS SALLES 2015,-34.55012980024666,-58.46204341560163,,
Contenedor Verde,"CAMPOS, LUIS M. AV. 264","CAMPOS, LUIS M. AV. 264",-34.57393807294739,-58.432247710489285,,
Contenedor Verde,"CAMPOS, LUIS M. AV. 405","CAMPOS, LUIS M. AV. 405",-34.57253201696144,-58.4335347946438,,
Contenedor Verde,"CAMPOS, LUIS M. AV. 561","CAMPOS, LUIS M. AV. 561",-34.57146354616189,-58.434554276387246,,
Contenedor Verde,"CAMPOS, LUIS M. AV. 711","CAMPOS, LUIS M. AV. 711",-34.570050412483425,-58.43587738930168,,
Contenedor Verde,"CAMPOS, LUIS M. AV. 1080","CAMPOS, LUIS M. AV. 1080",-34.56645106078063,-58.43909156984729,,
Contenedor Verde,"CAMPOS, LUIS M. AV. 1157","CAMPOS, LUIS M. AV. 1157",-34.56570870804633,-58.439904439517875,,
Contenedor Verde,"CAMPOS, LUIS M. AV. 1337","CAMPOS, LUIS M. AV. 1337",-34.56423436859974,-58.44175315838928,,
Contenedor Verde,"CAMPOS, LUIS M. AV. 1545","CAMPOS, LUIS M. AV. 1545",-34.56244323612201,-58.4440816138198,,
Contenedor Verde,"CAMPOS, LUIS M. AV. 1616","CAMPOS, LUIS M. AV. 1616",-34.56182559244236,-58.44484377991961,,
Contenedor Verde,"CARRANZA, ANGEL JUSTINIANO 1510","CARRANZA, ANGEL JUSTINIANO 1510",-34.58400808452941,-58.44006266451823,,
Contenedor Verde,"CARRANZA, ANGEL JUSTINIANO 1838","CARRANZA, ANGEL JUSTINIANO 1838",-34.58144370856212,-58.437126504048074,,
Contenedor Verde,"CARRANZA, ANGEL JUSTINIANO 1958","CARRANZA, ANGEL JUSTINIANO 1958",-34.580458030739315,-58.43599927962579,,
Contenedor Verde,"CARRANZA, ANGEL JUSTINIANO 2090","CARRANZA, ANGEL JUSTINIANO 2090",-34.5794218565472,-58.434811620551805,,
Contenedor Verde,CASTAÑEDA 1990,CASTAÑEDA 1990,-34.55253446001043,-58.437836178521486,,
Contenedor Verde,CASTAÑEDA 2020,CASTAÑEDA 2020,-34.55210574227788,-58.43820355969216,,
Contenedor Verde,CASTEX 3398,CASTEX 3398,-34.57791468589848,-58.40588651221769,,
Contenedor Verde,"CASTILLA, RAMON,MARISCAL 2753","CASTILLA, RAMON,MARISCAL 2753",-34.58146179594163,-58.401356098370115,,
Contenedor Verde,"CASTILLA, RAMON,MARISCAL 2880","CASTILLA, RAMON,MARISCAL 2880",-34.579904470623156,-58.40058863913272,,
Contenedor Verde,"CASTILLA, RAMON,MARISCAL 3022","CASTILLA, RAMON,MARISCAL 3022",-34.578013406162036,-58.39908179213994,,
Contenedor Verde,CAVIA 3050,CAVIA 3050,-34.57642557409185,-58.40639507878309,,
Contenedor Verde,CAZADORES 1894,CAZADORES 1894,-34.55614830685776,-58.4415315976259,,
Contenedor Verde,CAZADORES 2120,CAZADORES 2120,-34.55382849654619,-58.44351538183424,,
Contenedor Verde,CAZADORES 2220,CAZADORES 2220,-34.55287527070533,-58.444325455996385,,
Contenedor Verde,CAZADORES 2474,CAZADORES 2474,-34.55062793012444,-58.44623800231698,,
Contenedor Verde,CERVIÑO AV. 3906,CERVIÑO AV. 3906,-34.57878204382117,-58.41354742221419,,
Contenedor Verde,CESPEDES 2685,CESPEDES 2685,-34.570935418555756,-58.4502194655958,,
Contenedor Verde,CHARCAS 2779,CHARCAS 2779,-34.59434731387825,-58.405799885897586,,
Contenedor Verde,CHARCAS 2953,CHARCAS 2953,-34.59327174900905,-58.40782274265364,,
Contenedor Verde,CHARCAS 3127,CHARCAS 3127,-34.592694581731266,-58.4100643194757,,
Contenedor Verde,CHARCAS 3275,CHARCAS 3275,-34.591938313085954,-58.41203587973164,,
Contenedor Verde,CHARCAS 3561,CHARCAS 3561,-34.589454792268455,-58.41531170277091,,
Contenedor Verde,CHARCAS 3683,CHARCAS 3683,-34.58837946395988,-58.41677654519941,,
Contenedor Verde,CHARCAS 3733,CHARCAS 3733,-34.58793295933717,-58.41737520839828,,
Contenedor Verde,CHARCAS 4181,CHARCAS 4181,-34.584594098708955,-58.421879476145286,,
Contenedor Verde,CHARCAS 4293,CHARCAS 4293,-34.58383901593375,-58.42288825499901,,
Contenedor Verde,CHARCAS 4337,CHARCAS 4337,-34.58342975439785,-58.42343570509629,,
Contenedor Verde,CHARCAS 4471,CHARCAS 4471,-34.58258715073622,-58.424562844486,,
Contenedor Verde,CHARCAS 4675,CHARCAS 4675,-34.58153621518295,-58.42596529539347,,
Contenedor Verde,CIUDAD DE LA PAZ 336,CIUDAD DE LA PAZ 336,-34.57422488669067,-58.44179764735325,,
Contenedor Verde,CIUDAD DE LA PAZ 526,CIUDAD DE LA PAZ 526,-34.57285552484217,-58.44391508717245,,
Contenedor Verde,CIUDAD DE LA PAZ 611,CIUDAD DE LA PAZ 611,-34.57205796175885,-58.44508093247594,,
Contenedor Verde,CIUDAD DE LA PAZ 1926,CIUDAD DE LA PAZ 1926,-34.56423048915305,-58.45630831542607,,
Contenedor Verde,CIUDAD DE LA PAZ 2092,CIUDAD DE LA PAZ 2092,-34.562795392247246,-58.4575465091956,,
Contenedor Verde,CIUDAD DE LA PAZ 2352,CIUDAD DE LA PAZ 2352,-34.56027924811247,-58.459705776190226,,
Contenedor Verde,CIUDAD DE LA PAZ 2544,CIUDAD DE LA PAZ 2544,-34.55854562206686,-58.46118567234648,,
Contenedor Verde,CIUDAD DE LA PAZ 2646,CIUDAD DE LA PAZ 2646,-34.55780325532905,-58.46182205580715,,
Contenedor Verde,CIUDAD DE LA PAZ 2956,CIUDAD DE LA PAZ 2956,-34.555533136439635,-58.46422802488254,,
Contenedor Verde,CIUDAD DE LA PAZ 3390,CIUDAD DE LA PAZ 3390,-34.55166081538784,-58.46773646146748,,
Contenedor Verde,COLOMBIA AV. 3250,COLOMBIA AV. 3250,-34.577262034390664,-58.41739759595798,,
Contenedor Verde,CONDE 426,CONDE 426,-34.57910099440944,-58.44720699713415,,
Contenedor Verde,CONDE 628,CONDE 628,-34.578275799304706,-58.44886196403129,,
Contenedor Verde,CONDE 830,CONDE 830,-34.57727913363435,-58.450906138613846,,
Contenedor Verde,CONDE 1078,CONDE 1078,-34.57562633349099,-58.45454174398348,,
Contenedor Verde,CONDE 1222,CONDE 1222,-34.57486494548276,-58.45614224295407,,
Contenedor Verde,CONDE 1408,CONDE 1408,-34.57403938306011,-58.45786910298475,,
Contenedor Verde,CONDE 1562,CONDE 1562,-34.572998029799365,-58.4600739248329,,
Contenedor Verde,CONDE 1762,CONDE 1762,-34.57052130569459,-58.46271131301927,,
Contenedor Verde,CONDE 1982,CONDE 1982,-34.5684452759895,-58.46450749883173,,
Contenedor Verde,CONDE 2270,CONDE 2270,-34.565716950856,-58.466867375352884,,
Contenedor Verde,CONESA 397,CONESA 397,-34.57621037993836,-58.44457297765457,,
Contenedor Verde,CONESA 591,CONESA 591,-34.57533208654063,-58.446533968719294,,
Contenedor Verde,CONESA 937,CONESA 937,-34.573571562629844,-58.45028271996436,,
Contenedor Verde,CONESA 1115,CONESA 1115,-34.57233508488113,-58.45283070487737,,
Contenedor Verde,CONESA 1389,CONESA 1389,-34.57120475067472,-58.45515800000588,,
Contenedor Verde,CONESA 1816,CONESA 1816,-34.56796267924242,-58.46010929667205,,
Contenedor Verde,CONESA 2080,CONESA 2080,-34.565636210447806,-58.4621211813307,,
Contenedor Verde,CONESA 2210,CONESA 2210,-34.56425861830358,-58.46331370444103,,
Contenedor Verde,CONESA 3407,CONESA 3407,-34.55369310175857,-58.47221880955631,,
Contenedor Verde,CONGRESO AV. 1534,CONGRESO AV. 1534,-34.55076077249297,-58.453459065976666,,
Contenedor Verde,CONGRESO AV. 1710,CONGRESO AV. 1710,-34.551909025214016,-58.455646428946004,,
Contenedor Verde,CONGRESO AV. 2610,CONGRESO AV. 2610,-34.55651730231151,-58.4645227282072,,
Contenedor Verde,CONGRESO AV. 2788,CONGRESO AV. 2788,-34.55728330230611,-58.465986988586344,,
Contenedor Verde,CONGRESO AV. 2975,CONGRESO AV. 2975,-34.55824418424546,-58.467906328436506,,
Contenedor Verde,CONGRESO AV. 3011,CONGRESO AV. 3011,-34.558521356755065,-58.46844015730576,,
Contenedor Verde,CORDOBA AV. 2185,CORDOBA AV. 2185,-34.59973505537633,-58.39839022202647,,
Contenedor Verde,CORDOBA AV. 2977,CORDOBA AV. 2977,-34.59806454000909,-58.40905362574462,,
Contenedor Verde,CORDOBA AV. 3293,CORDOBA AV. 3293,-34.59793848030186,-58.413029037890375,,
Contenedor Verde,CORDOBA AV. 3451,CORDOBA AV. 3451,-34.59785370045566,-58.41532611511568,,
Contenedor Verde,CORDOBA AV. 3521,CORDOBA AV. 3521,-34.59782918952496,-58.41635660759328,,
Contenedor Verde,CORDOBA AV. 3767,CORDOBA AV. 3767,-34.597754391710005,-58.41970863595231,,
Contenedor Verde,CORDOBA AV. 3973,CORDOBA AV. 3973,-34.59769635337639,-58.42287360272004,,
Contenedor Verde,CORDOBA AV. 4181,CORDOBA AV. 4181,-34.59664507755678,-58.425890686887,,
Contenedor Verde,CORDOBA AV. 4365,CORDOBA AV. 4365,-34.595750409950796,-58.427668066435636,,
Contenedor Verde,CORDOBA AV. 4521,CORDOBA AV. 4521,-34.59468060806931,-58.42941773962491,,
Contenedor Verde,CORDOBA AV. 5945,CORDOBA AV. 5945,-34.58504809332803,-58.44397561200024,,
Contenedor Verde,"CORONADO, MARTIN 3491","CORONADO, MARTIN 3491",-34.57599959255858,-58.40410144538242,,
Contenedor Verde,CORREA 1620,CORREA 1620,-34.540029148114,-58.464579323725864,,
Contenedor Verde,CORREA 1664,CORREA 1664,-34.54017996853873,-58.46487582250459,,
Contenedor Verde,COSTA RICA 4286,COSTA RICA 4286,-34.590989549771535,-58.423011907822236,,
Contenedor Verde,COSTA RICA 4538,COSTA RICA 4538,-34.58918322381657,-58.42553882874008,,
Contenedor Verde,COSTA RICA 5168,COSTA RICA 5168,-34.58561997460212,-58.430866872910094,,
Contenedor Verde,COSTA RICA 5694,COSTA RICA 5694,-34.58203283455594,-58.435517855886424,,
Contenedor Verde,COSTA RICA 5832,COSTA RICA 5832,-34.580822160426905,-58.43706721772932,,
Contenedor Verde,COSTA RICA 6046,COSTA RICA 6046,-34.57906843676867,-58.4393079206465,,
Contenedor Verde,COUTURE EDUARDO 2275,COUTURE EDUARDO 2275,-34.581777585992334,-58.39212002919509,,
Contenedor Verde,CRAMER 590,CRAMER 590,-34.57420337165807,-58.44583069567565,,
Contenedor Verde,CRAMER 814,CRAMER 814,-34.57302526465034,-58.44851570713068,,
Contenedor Verde,CRAMER 1012,CRAMER 1012,-34.57219067900174,-58.450486196595314,,
Contenedor Verde,CRAMER AV. 1721,CRAMER AV. 1721,-34.56862637390918,-58.45792476148816,,
Contenedor Verde,CRAMER AV. 1982,CRAMER AV. 1982,-34.56595578931486,-58.46029532115506,,
Contenedor Verde,CRAMER AV. 2055,CRAMER AV. 2055,-34.56518537166923,-58.46091000175602,,
Contenedor Verde,CRAMER AV. 2153,CRAMER AV. 2153,-34.56425349786412,-58.46171834514246,,
Contenedor Verde,CRAMER AV. 2395,CRAMER AV. 2395,-34.56209459685689,-58.46359109892742,,
Contenedor Verde,CRAMER AV. 2669,CRAMER AV. 2669,-34.55973238241123,-58.46556926257251,,
Contenedor Verde,CRAMER AV. 2742,CRAMER AV. 2742,-34.55913092839296,-58.466138623082756,,
Contenedor Verde,CRAMER AV. 2962,CRAMER AV. 2962,-34.5573012762107,-58.467712382183514,,
Contenedor Verde,CRAMER AV. 3275,CRAMER AV. 3275,-34.554389355874505,-58.470373774273746,,
Contenedor Verde,CRAMER AV. 3434,CRAMER AV. 3434,-34.55308707635329,-58.47150962036784,,
Contenedor Verde,CRAMER AV. 3505,CRAMER AV. 3505,-34.552419773268895,-58.471967220050665,,
Contenedor Verde,CUBA 2120,CUBA 2120,-34.560686555606615,-58.45497459802275,,
Contenedor Verde,CUBA 2560,CUBA 2560,-34.55664025744648,-58.45848025332557,,
Contenedor Verde,CUBA 2774,CUBA 2774,-34.55468024957777,-58.460168211730505,,
Contenedor Verde,CUBA 2824,CUBA 2824,-34.554082123734226,-58.46068326893283,,
Contenedor Verde,CUBA 3122,CUBA 3122,-34.55160278884778,-58.463441643948755,,
Contenedor Verde,CUBA 3390,CUBA 3390,-34.549673138720486,-58.46485551757562,,
Contenedor Verde,CUBA 3686,CUBA 3686,-34.547214680716756,-58.466658815951966,,
Contenedor Verde,CUBA 3880,CUBA 3880,-34.54585679384721,-58.467658496552055,,
Contenedor Verde,CUBA 4210,CUBA 4210,-34.54335191404539,-58.46950223300862,,
Contenedor Verde,CUBA 4338,CUBA 4338,-34.542417329393864,-58.47019103807043,,
Contenedor Verde,DEHEZA 1825,DEHEZA 1825,-34.53868475760118,-58.46821129520874,,
Contenedor Verde,DEHEZA 2014,DEHEZA 2014,-34.53962292500877,-58.46998056568521,,
Contenedor Verde,DEHEZA 2150,DEHEZA 2150,-34.54021388183327,-58.47114686825891,,
Contenedor Verde,DEHEZA 2290,DEHEZA 2290,-34.540822806632555,-58.47234803384524,,
Contenedor Verde,DEL LIBERTADOR AV. 2052,DEL LIBERTADOR AV. 2052,-34.581886553735735,-58.40208688089278,,
Contenedor Verde,DEL LIBERTADOR AV. 2112,DEL LIBERTADOR AV. 2112,-34.581674520286064,-58.402744108275,,
Contenedor Verde,DEL LIBERTADOR AV. 2275,DEL LIBERTADOR AV. 2275,-34.580740473085456,-58.40433383004612,,
Contenedor Verde,DEL LIBERTADOR AV. 2330,DEL LIBERTADOR AV. 2330,-34.58025230589369,-58.405008614287645,,
Contenedor Verde,DEL LIBERTADOR AV. 2538,DEL LIBERTADOR AV. 2538,-34.5789731241281,-58.40658968273447,,
Contenedor Verde,DEL LIBERTADOR AV. 2686,DEL LIBERTADOR AV. 2686,-34.5782819883684,-58.407670452423396,,
Contenedor Verde,DEL LIBERTADOR AV. 2930,DEL LIBERTADOR AV. 2930,-34.57710263489022,-58.41031159984714,,
Contenedor Verde,DEL LIBERTADOR AV. 3014,DEL LIBERTADOR AV. 3014,-34.57672198991386,-58.41115952249317,,
Contenedor Verde,DEL LIBERTADOR AV. 3128,DEL LIBERTADOR AV. 3128,-34.576250862492145,-58.41220203388294,,
Contenedor Verde,DEL LIBERTADOR AV. 3780,DEL LIBERTADOR AV. 3780,-34.57198763743664,-58.42142574977687,,
Contenedor Verde,DEL LIBERTADOR AV. 3816,DEL LIBERTADOR AV. 3816,-34.57169571317265,-58.422069307120175,,
Contenedor Verde,DEL LIBERTADOR AV. 4370,DEL LIBERTADOR AV. 4370,-34.56768371840525,-58.42970586579379,,
Contenedor Verde,DEL LIBERTADOR AV. 4460,DEL LIBERTADOR AV. 4460,-34.567059335566604,-58.43079037698361,,
Contenedor Verde,DEL LIBERTADOR AV. 4532,DEL LIBERTADOR AV. 4532,-34.56657464943278,-58.431604804223475,,
Contenedor Verde,DEL LIBERTADOR AV. 4666,DEL LIBERTADOR AV. 4666,-34.56579514409125,-58.43291468239045,,
Contenedor Verde,DEL LIBERTADOR AV. 4720,DEL LIBERTADOR AV. 4720,-34.56538141568585,-58.43360990161207,,
Contenedor Verde,DEL LIBERTADOR AV. 4862,DEL LIBERTADOR AV. 4862,-34.564532691368946,-58.43505537982824,,
Contenedor Verde,DEL LIBERTADOR AV. 5064,DEL LIBERTADOR AV. 5064,-34.56316739692576,-58.43756280887474,,
Contenedor Verde,DEL LIBERTADOR AV. 5150,DEL LIBERTADOR AV. 5150,-34.56288417529316,-58.43889179555328,,
Contenedor Verde,DEL LIBERTADOR AV. 7270,DEL LIBERTADOR AV. 7270,-34.546310862095055,-58.45783558082249,,
Contenedor Verde,DEL LIBERTADOR AV. 7420,DEL LIBERTADOR AV. 7420,-34.54523164094226,-58.45917522404758,,
Contenedor Verde,DEL SIGNO 4060,DEL SIGNO 4060,-34.59029624681186,-58.41791703919807,,
Contenedor Verde,DELGADO 580,DELGADO 580,-34.58001025423117,-58.450300857246816,,
Contenedor Verde,DELGADO 936,DELGADO 936,-34.577775251557355,-58.45493705818773,,
Contenedor Verde,DELGADO 966,DELGADO 966,-34.577507027106094,-58.45568376372624,,
Contenedor Verde,DELGADO 1494,DELGADO 1494,-34.57591949377342,-58.46179831560386,,
Contenedor Verde,"DIAZ,CNEL. AV. 1484","DIAZ,CNEL. AV. 1484",-34.5932956302057,-58.41375038375983,,
Contenedor Verde,"DIAZ,CNEL. AV. 1570","DIAZ,CNEL. AV. 1570",-34.59258231841946,-58.4131323077499,,
Contenedor Verde,"DIAZ,CNEL. AV. 1780","DIAZ,CNEL. AV. 1780",-34.590672672612236,-58.41149740501755,,
